MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,TotalPorchSF,TotalBath,HouseAge,RemodAge,GarageAge,IsRemodeled,IsNew,HasPool,HasGarage,HasBsmt,HasFireplace,Has2ndFloor,OverallQual_TotalSF,OverallQual_GrLivArea,OverallQual_TotalBath
10,1.5409627556327754,5.831327892742091,19.212182313188084,0.7304631471189668,1,1.8203341036428238,1.5409627556327754,1.8203341036428238,1.5409627556327754,5,1.1943176378757765,1.1943176378757765,0.0,5,7,4,2003,2003,0.7304631471189668,0.0,12,13,1,8.059125775508376,1.8203341036428238,1.5409627556327754,2,1.8203341036428238,1.5409627556327754,0.7304631471189668,6,11.170326790619496,0.7304631471189668,0.0,7.483295642295591,856.0,0.7304631471189668,5,0.7304631471189668,1.8203341036428238,11.69262258528247,11.686189379390555,0.0,13.698887979000148,1.0,0.0,2,1,3,0.7304631471189668,4,8,2.6025944687727294,0,0,1,14.187526814497952,2,2.0,548.0,1.5409627556327754,1.5409627556327754,1.1943176378757765,0.0,5.7146689026506605,0.0,0.0,0.0,0.0,0.0,0.0,0.7304631471189668,0.0,4,2,2.6025944687727294,1.8203341036428238,14.976590572395713,5.7146689026506605,3.5,5,5,2.0556415380581075,0,0.0,0.0,0.7304631471189668,0.7304631471189668,0,1,22.31114405987531,20.599764976879225,4.169851615220159
5,1.5409627556327754,6.221213632878419,19.71220477890197,0.7304631471189668,1,1.8203341036428238,1.5409627556327754,1.1943176378757765,1.5409627556327754,24,0.7304631471189668,1.1943176378757765,0.0,2,6,7,1976,1976,0.7304631471189668,0.0,8,8,2,0.0,1.5409627556327754,1.5409627556327754,1,1.8203341036428238,1.5409627556327754,1.8203341036428238,5,12.062831653433358,0.7304631471189668,0.0,8.897843946804546,1262.0,0.7304631471189668,5,0.7304631471189668,1.8203341036428238,12.792276226358874,0.0,0.0,12.792276226358874,0.0,0.7304631471189668,2,0,3,0.7304631471189668,3,6,2.6025944687727294,1,3,1,14.145138012244155,2,2.0,460.0,1.5409627556327754,1.5409627556327754,1.1943176378757765,9.010205578972315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7304631471189668,0.0,7,1,2.6025944687727294,1.8203341036428238,14.923099981574879,0.0,2.5,31,31,4.545285536716194,0,0.0,0.0,0.7304631471189668,0.7304631471189668,1,0,21.578824592379267,18.789847515552133,3.4381104434026533
10,1.5409627556327754,5.914940018959451,20.347240908682487,0.7304631471189668,1,1.5409627556327754,1.5409627556327754,1.8203341036428238,1.5409627556327754,5,1.1943176378757765,1.1943176378757765,0.0,5,7,4,2001,2002,0.7304631471189668,0.0,12,13,1,7.6465380079030645,1.8203341036428238,1.5409627556327754,2,1.8203341036428238,1.5409627556327754,1.1943176378757765,6,10.200342662007953,0.7304631471189668,0.0,9.917059938656934,920.0,0.7304631471189668,5,0.7304631471189668,1.8203341036428238,11.89203905911452,11.724598476197201,0.0,13.83208545463177,1.0,0.0,2,1,3,0.7304631471189668,4,6,2.6025944687727294,1,3,1,14.184403604277843,2,2.0,608.0,1.5409627556327754,1.5409627556327754,1.1943176378757765,0.0,5.0533710494211155,0.0,0.0,0.0,0.0,0.0,0.0,0.7304631471189668,0.0,11,2,2.6025944687727294,1.8203341036428238,15.149677653282357,5.0533710494211155,3.5,7,6,2.440268378362637,1,0.0,0.0,0.7304631471189668,0.7304631471189668,1,1,22.542963269965913,20.778184226652836,4.169851615220159
11,1.5409627556327754,5.684506656824124,19.691552676807884,0.7304631471189668,1,1.5409627556327754,1.5409627556327754,0.0,1.5409627556327754,6,1.1943176378757765,1.1943176378757765,0.0,5,7,4,1915,1970,0.7304631471189668,0.0,13,15,2,0.0,1.5409627556327754,1.5409627556327754,0,1.5409627556327754,1.8203341036428238,0.7304631471189668,5,8.274265741119429,0.7304631471189668,0.0,10.468499910096941,756.0,0.7304631471189668,4,0.7304631471189668,1.8203341036428238,12.013683020322897,11.354094166792635,0.0,13.711364159471431,1.0,0.0,1,0,3,0.7304631471189668,4,7,2.6025944687727294,1,4,5,14.179713812657004,1,3.0,642.0,1.5409627556327754,1.5409627556327754,1.1943176378757765,0.0,4.745132396064701,8.797735592116597,0.0,0.0,0.0,0.0,0.0,0.7304631471189668,0.0,4,0,2.6025944687727294,0.0,14.857120810745197,9.080098411791417,2.0,91,36,2.6025944687727294,1,0.0,0.0,0.7304631471189668,0.7304631471189668,1,1,22.151133631684893,20.616477074084095,3.340760310539713
10,1.5409627556327754,6.314734756825907,21.32515985291932,0.7304631471189668,1,1.5409627556327754,1.5409627556327754,1.1943176378757765,1.5409627556327754,15,1.1943176378757765,1.1943176378757765,0.0,5,8,4,2000,2000,0.7304631471189668,0.0,12,13,1,9.391827134755262,1.8203341036428238,1.5409627556327754,2,1.8203341036428238,1.5409627556327754,1.5409627556327754,6,10.971129399749735,0.7304631471189668,0.0,10.221051196470764,1145.0,0.7304631471189668,5,0.7304631471189668,1.8203341036428238,12.510587913259403,12.271364745626231,0.0,14.480029495615659,1.0,0.0,2,1,4,0.7304631471189668,4,9,2.6025944687727294,1,3,1,14.182841004523032,2,3.0,836.0,1.5409627556327754,1.5409627556327754,1.1943176378757765,8.013883697367245,6.314734756825907,0.0,0.0,0.0,0.0,0.0,0.0,0.7304631471189668,0.0,3,2,2.6025944687727294,1.8203341036428238,15.852311573332502,6.314734756825907,3.5,8,8,2.6025944687727294,0,0.0,0.0,0.7304631471189668,0.7304631471189668,1,1,24.093956632396374,22.21884712663021,4.3809460334448715
9,1.5409627556327754,6.337529394588084,21.282282796539835,0.7304631471189668,1,1.5409627556327754,1.5409627556327754,1.8203341036428238,1.5409627556327754,11,1.1943176378757765,1.1943176378757765,0.0,0,5,4,1993,1995,0.7304631471189668,0.0,12,13,2,0.0,1.5409627556327754,1.5409627556327754,5,1.8203341036428238,1.5409627556327754,0.7304631471189668,6,11.267216541031873,0.7304631471189668,0.0,5.80273872401839,796.0,0.7304631471189668,5,0.7304631471189668,1.8203341036428238,11.493820273589396,10.589574424774424,0.0,13.015962914755876,1.0,0.0,1,1,1,0.7304631471189668,3,5,2.6025944687727294,0,0,1,14.171884182186483,1,2.0,480.0,1.5409627556327754,1.5409627556327754,1.1943176378757765,4.969939052451073,4.492017742920502,0.0,9.178050664421775,0.0,0.0,0.0,1.5409627556327754,1.5409627556327754,11.147538247731708,1,3,2.6025944687727294,1.8203341036428238,14.421879332825283,9.391827134755262,2.5,16,14,3.5304192649587693,1,0.0,0.0,0.7304631471189668,0.7304631471189668,0,1,20.178616841275694,18.388100602537833,3.1838453744494433
5,1.5409627556327754,6.098626104970388,19.907528872852918,0.7304631471189668,1,1.8203341036428238,1.5409627556327754,1.8203341036428238,1.5409627556327754,21,1.1943176378757765,1.1943176378757765,0.0,2,8,4,2004,2005,0.7304631471189668,0.0,12,13,3,7.944502934774821,1.8203341036428238,1.5409627556327754,2,2.0556415380581075,1.5409627556327754,1.5409627556327754,6,13.031092624489567,0.7304631471189668,0.0,9.15574970587587,1686.0,0.7304631471189668,5,0.7304631471189668,1.8203341036428238,13.670207259396387,0.0,0.0,13.670207259396387,1.0,0.0,2,0,3,0.7304631471189668,4,7,2.6025944687727294,1,4,1,14.189087426187385,2,2.0,636.0,1.5409627556327754,1.5409627556327754,1.1943176378757765,8.64931139996047,5.59142712460611,0.0,0.0,0.0,0.0,0.0,0.0,0.7304631471189668,0.0,10,1,2.6025944687727294,1.8203341036428238,15.889511511710909,5.59142712460611,3.0,3,2,1.5409627556327754,1,0.0,0.0,0.7304631471189668,0.7304631471189668,1,0,24.144784488792187,21.112170158028395,4.137710644618417
10,1.5409627556327754,6.221213632878419,20.023861568757013,0.7304631471189668,1,1.5409627556327754,1.5409627556327754,0.0,1.5409627556327754,14,1.8203341036428238,1.1943176378757765,0.0,5,7,5,1973,1973,0.7304631471189668,0.0,6,6,3,8.511219710154148,1.5409627556327754,1.5409627556327754,1,1.8203341036428238,1.5409627556327754,1.1943176378757765,5,11.702248507491014,1.8203341036428238,4.597156711708115,8.274265741119429,1107.0,0.7304631471189668,5,0.7304631471189668,1.8203341036428238,12.413831308023239,12.077149047696548,0.0,14.320888266014626,1.0,0.0,2,1,3,0.7304631471189668,3,7,2.6025944687727294,2,3,1,14.140397821243571,2,2.0,484.0,1.5409627556327754,1.5409627556327754,1.1943176378757765,8.463563732298573,8.147315588624346,8.39538258223558,0.0,0.0,0.0,0.0,0.0,1.5409627556327754,9.391827134755262,2,3,2.6025944687727294,1.8203341036428238,15.702021223515466,9.905600473990324,3.5,36,36,4.792129643835174,0,0.0,0.0,0.7304631471189668,0.7304631471189668,1,1,23.282707612618854,21.4329142306604,4.169851615220159
9,1.8203341036428238,5.392276337227255,17.98987134386776,0.7304631471189668,1,1.8203341036428238,1.5409627556327754,1.8203341036428238,1.5409627556327754,17,0.0,1.1943176378757765,0.0,0,7,4,1931,1950,0.7304631471189668,0.0,3,15,2,0.0,1.5409627556327754,1.5409627556327754,0,1.5409627556327754,1.5409627556327754,0.7304631471189668,1,0.0,0.7304631471189668,0.0,11.987363555250518,952.0,0.7304631471189668,4,0.7304631471189668,0.7304631471189668,12.186750882025454,11.339778687893531,0.0,13.811378405864021,0.0,0.0,2,0,2,1.1943176378757765,3,8,2.440268378362637,2,3,5,14.073383820784445,1,2.0,468.0,1.1943176378757765,1.5409627556327754,1.1943176378757765,6.448232316019433,0.0,8.158132683068054,0.0,0.0,0.0,0.0,0.0,0.7304631471189668,0.0,6,2,2.6025944687727294,0.0,15.173779778858885,8.158132683068054,2.0,77,58,6.148460831341732,1,0.0,0.0,0.7304631471189668,0.7304631471189668,1,1,22.575243493060462,20.75044715442017,3.340760310539713
4,1.5409627556327754,5.357203202420049,18.712543705168287,0.7304631471189668,1,1.8203341036428238,1.5409627556327754,0.0,1.5409627556327754,3,0.0,0.0,0.7304631471189668,1,5,5,1939,1950,0.7304631471189668,0.0,8,8,2,0.0,1.5409627556327754,1.5409627556327754,0,1.5409627556327754,1.5409627556327754,0.7304631471189668,6,11.676515545860786,0.7304631471189668,0.0,7.338607270038526,991.0,0.7304631471189668,5,0.7304631471189668,1.8203341036428238,12.335431399519656,0.0,0.0,12.335431399519656,1.0,0.0,1,0,2,1.1943176378757765,3,5,2.6025944687727294,2,3,1,14.086243227218915,2,1.0,205.0,1.8203341036428238,1.5409627556327754,1.1943176378757765,0.0,1.8203341036428238,0.0,0.0,0.0,0.0,0.0,0.0,0.7304631471189668,0.0,0,2,2.6025944687727294,1.8203341036428238,14.287616792935944,1.8203341036428238,2.0,69,58,5.942124359831237,1,0.0,0.0,0.7304631471189668,0.7304631471189668,1,0,20.007638884777766,17.521262788666085,2.8858464724882023
